,ID,Order Date,Class,Region,Sub-Category,Sales
3681,2921,2017-11-23,Same Day,Владивосток,Furnishings,30027.77
3682,1288,2017-11-22,Стандарт,Владивосток,Furnishings,32595.03
3683,1289,2017-11-22,Стандарт,Владивосток,Binders,37823.65
3684,1290,2017-11-22,Стандарт,Владивосток,Art,31992.3
3685,2774,2017-11-22,Стандарт,Урал,Binders,32057.18
3686,6083,2017-11-22,Стандарт,Урал,Binders,40106.25
3687,6084,2017-11-22,Стандарт,Урал,Art,10521.84
3688,6085,2017-11-22,Стандарт,Урал,Accessories,26437.66
3689,6086,2017-11-22,Стандарт,Урал,Labels,33390.62
3690,6087,2017-11-22,Стандарт,Урал,Binders,4364.607
3691,8080,2017-11-22,Стандарт,Владивосток,Binders,23584.14
3692,3033,2017-11-21,Стандарт,Калиниград,Chairs,24015.6
3693,3522,2017-11-21,Второй класс,Урал,Paper,33733.07
3694,3523,2017-11-21,Второй класс,Урал,Phones,36747.52
3695,4824,2017-11-21,Стандарт,Владивосток,Machines,4331.983
3696,4825,2017-11-21,Стандарт,Владивосток,Chairs,32034.73
3697,4826,2017-11-21,Стандарт,Владивосток,Furnishings,24795.29
3698,5891,2017-11-21,Стандарт,Урал,Paper,15136.55
3699,5892,2017-11-21,Стандарт,Урал,Storage,1765.378
3700,5893,2017-11-21,Стандарт,Урал,Accessories,25974.7
3701,5983,2017-11-21,Стандарт,Владивосток,Paper,13036.28
3702,6371,2017-11-21,Same Day,Владивосток,Bookcases,8998.903
3703,9216,2017-11-21,Стандарт,Калиниград,Paper,30445.87
3704,159,2017-11-20,Стандарт,Урал,Labels,24833.54
3705,160,2017-11-20,Стандарт,Урал,Phones,39530.03
3706,290,2017-11-20,Второй класс,Владивосток,Fasteners,8907.548
3707,291,2017-11-20,Второй класс,Владивосток,Labels,30715.37
3708,292,2017-11-20,Второй класс,Владивосток,Accessories,10791.97
3709,293,2017-11-20,Второй класс,Владивосток,Bookcases,33157.05
3710,1034,2017-11-20,Первый класс,Владивосток,Paper,8304.998
3711,1035,2017-11-20,Первый класс,Владивосток,Binders,14800.29
3712,1036,2017-11-20,Первый класс,Владивосток,Binders,41320.05
3713,3239,2017-11-20,Стандарт,Урал,Chairs,2239.41
3714,3240,2017-11-20,Стандарт,Урал,Phones,11989.8
3715,3241,2017-11-20,Стандарт,Урал,Furnishings,42246.64
3716,4407,2017-11-20,Стандарт,Урал,Paper,34681.03
3717,4408,2017-11-20,Стандарт,Урал,Paper,21041.08
3718,4409,2017-11-20,Стандарт,Урал,Binders,30247.64
3719,5366,2017-11-20,Стандарт,Урал,Phones,18849.62
3720,5398,2017-11-20,Стандарт,Калиниград,Appliances,12834.58
3721,5479,2017-11-20,Стандарт,Владивосток,Binders,41492.06
3722,6492,2017-11-20,Стандарт,Москва,Bookcases,13965.23
3723,6493,2017-11-20,Стандарт,Москва,Storage,35720.71
3724,6494,2017-11-20,Стандарт,Москва,Phones,1728.645
3725,6835,2017-11-20,Стандарт,Калиниград,Accessories,40742.84
3726,681,2017-11-19,Стандарт,Владивосток,Binders,20187.42
3727,682,2017-11-19,Стандарт,Владивосток,Storage,38709.74
3728,683,2017-11-19,Стандарт,Владивосток,Storage,20811.46
3729,1106,2017-11-19,Стандарт,Урал,Storage,9210.308
3730,1107,2017-11-19,Стандарт,Урал,Furnishings,44718.43
3731,1108,2017-11-19,Стандарт,Урал,Binders,34567.85
3732,1109,2017-11-19,Стандарт,Урал,Fasteners,36023.34
3733,1110,2017-11-19,Стандарт,Урал,Envelopes,38703.97
3734,1111,2017-11-19,Стандарт,Урал,Phones,33639.39
3735,1112,2017-11-19,Стандарт,Урал,Paper,19860.66
3736,1113,2017-11-19,Стандарт,Урал,Binders,31853.39
3737,1475,2017-11-19,Стандарт,Владивосток,Art,24921.61
3738,1476,2017-11-19,Стандарт,Владивосток,Binders,35227.55
3739,5236,2017-11-19,Первый класс,Урал,Appliances,19006.69
3740,6029,2017-11-19,Первый класс,Москва,Art,31156.4
3741,8323,2017-11-19,Стандарт,Владивосток,Appliances,30465.21
3742,8324,2017-11-19,Стандарт,Владивосток,Paper,15963.51
3743,9466,2017-11-19,Стандарт,Калиниград,Furnishings,4573.066
3744,2511,2017-11-18,Стандарт,Урал,Storage,27732.3
3745,3948,2017-11-18,Стандарт,Урал,Art,21680.48
3746,3949,2017-11-18,Стандарт,Урал,Labels,34896.33
3747,3950,2017-11-18,Стандарт,Урал,Paper,1903.749
3748,3951,2017-11-18,Стандарт,Урал,Chairs,36148.51
3749,4375,2017-11-18,Стандарт,Владивосток,Appliances,38089.87
3750,4960,2017-11-18,Стандарт,Калиниград,Phones,3168.253
3751,4961,2017-11-18,Стандарт,Калиниград,Appliances,11795.25
3752,5163,2017-11-18,Второй класс,Урал,Chairs,41343.38
3753,5517,2017-11-18,Второй класс,Москва,Accessories,32171.72
3754,8158,2017-11-18,Стандарт,Калиниград,Accessories,29587.7
3755,9587,2017-11-18,Same Day,Калиниград,Binders,27765.52
3756,5115,2017-11-17,Стандарт,Калиниград,Binders,5913.633
3757,8566,2017-11-17,Первый класс,Урал,Phones,21909.08
3758,8567,2017-11-17,Первый класс,Урал,Paper,11915.14
3759,8666,2017-11-17,Первый класс,Калиниград,Supplies,1021.104
3760,163,2017-11-16,Стандарт,Калиниград,Envelopes,40483.14
3761,6791,2017-11-16,Первый класс,Калиниград,Binders,41719.72
3762,1911,2017-11-15,Стандарт,Калиниград,Accessories,5162.815
3763,2240,2017-11-15,Второй класс,Калиниград,Binders,35209.2
3764,2241,2017-11-15,Второй класс,Калиниград,Binders,43652.65
3765,4397,2017-11-15,Стандарт,Калиниград,Phones,31298.28
3766,8411,2017-11-15,Same Day,Москва,Tables,21803.58
3767,2264,2017-11-14,Второй класс,Москва,Accessories,32157.53
3768,2265,2017-11-14,Второй класс,Москва,Paper,36171.73
3769,2266,2017-11-14,Второй класс,Москва,Binders,35328.06
3770,2504,2017-11-14,Стандарт,Калиниград,Labels,8237.656
3771,4530,2017-11-14,Стандарт,Урал,Binders,43371.64
3772,4531,2017-11-14,Первый класс,Владивосток,Chairs,36167.53
3773,4532,2017-11-14,Первый класс,Владивосток,Storage,29141.76
3774,4812,2017-11-14,Второй класс,Владивосток,Chairs,21342.63
3775,4813,2017-11-14,Второй класс,Владивосток,Copiers,3596.224
3776,4814,2017-11-14,Второй класс,Владивосток,Furnishings,5867.312
3777,6030,2017-11-14,Первый класс,Калиниград,Art,38104.87
3778,7128,2017-11-14,Стандарт,Владивосток,Paper,29051.01
3779,7129,2017-11-14,Стандарт,Владивосток,Furnishings,24183.18
3780,7180,2017-11-14,Стандарт,Владивосток,Phones,36660.74
3781,9178,2017-11-14,Стандарт,Владивосток,Phones,29093.65
3782,9179,2017-11-14,Стандарт,Владивосток,Art,2649.522
3783,1001,2017-11-13,Стандарт,Калиниград,Art,13535.87
3784,1478,2017-11-13,Стандарт,Москва,Supplies,28316.96
3785,1802,2017-11-13,Стандарт,Калиниград,Furnishings,7584.218
3786,1884,2017-11-13,Стандарт,Владивосток,Paper,9024.459
3787,3260,2017-11-13,Стандарт,Урал,Binders,25800.85
3788,4627,2017-11-13,Стандарт,Владивосток,Storage,28722.74
3789,4628,2017-11-13,Стандарт,Владивосток,Storage,18500.67
3790,4629,2017-11-13,Стандарт,Владивосток,Art,4389.937
3791,4630,2017-11-13,Стандарт,Владивосток,Storage,34564.41
3792,5138,2017-11-13,Стандарт,Урал,Furnishings,9360.201
3793,6117,2017-11-13,Стандарт,Владивосток,Phones,40152.33
3794,6118,2017-11-13,Стандарт,Владивосток,Labels,44219.31
3795,7196,2017-11-13,Стандарт,Калиниград,Furnishings,6813.571
3796,1074,2017-11-12,Стандарт,Калиниград,Binders,29210.52
3797,1075,2017-11-12,Стандарт,Калиниград,Binders,43121.53
3798,1076,2017-11-12,Стандарт,Калиниград,Accessories,4578.686
3799,1137,2017-11-12,Второй класс,Урал,Envelopes,15117.24
3800,1138,2017-11-12,Второй класс,Урал,Appliances,40813.16
3801,1139,2017-11-12,Второй класс,Урал,Paper,13793.08
3802,1140,2017-11-12,Второй класс,Урал,Art,17690.93
3803,1141,2017-11-12,Второй класс,Урал,Binders,4017.139
3804,6111,2017-11-12,Стандарт,Владивосток,Chairs,12999.24
3805,6112,2017-11-12,Стандарт,Владивосток,Appliances,30987.37
3806,6113,2017-11-12,Стандарт,Владивосток,Fasteners,20808.4
3807,6114,2017-11-12,Стандарт,Владивосток,Chairs,14495.48
3808,6115,2017-11-12,Стандарт,Владивосток,Chairs,30462.88
3809,7190,2017-11-12,Первый класс,Калиниград,Phones,1824.578
3810,7191,2017-11-12,Первый класс,Калиниград,Tables,37296.68
3811,7331,2017-11-12,Первый класс,Урал,Furnishings,34861.25
3812,1780,2017-11-11,Стандарт,Владивосток,Accessories,14172.87
3813,1781,2017-11-11,Стандарт,Владивосток,Storage,2115.363
3814,2514,2017-11-11,Стандарт,Урал,Accessories,37623.84
3815,2515,2017-11-11,Стандарт,Урал,Chairs,22568.89
3816,2783,2017-11-11,Стандарт,Урал,Phones,15529.64
3817,2884,2017-11-11,Второй класс,Калиниград,Furnishings,2794.561
3818,4725,2017-11-11,Стандарт,Москва,Binders,25034.58
3819,4726,2017-11-11,Стандарт,Москва,Appliances,33026.6
3820,7030,2017-11-11,Стандарт,Владивосток,Storage,11943.74
3821,7031,2017-11-11,Стандарт,Владивосток,Accessories,41876.54
3822,7032,2017-11-11,Стандарт,Владивосток,Art,10464.1
3823,7033,2017-11-11,Стандарт,Владивосток,Chairs,7347.572
3824,7034,2017-11-11,Стандарт,Владивосток,Binders,5207.44
3825,7035,2017-11-11,Стандарт,Владивосток,Binders,31278.57
3826,8120,2017-11-11,Стандарт,Калиниград,Furnishings,44416.5
3827,8121,2017-11-11,Стандарт,Калиниград,Chairs,37393.85
3828,8122,2017-11-11,Стандарт,Калиниград,Binders,5884.448
3829,8469,2017-11-11,Стандарт,Урал,Tables,35581.7
3830,9400,2017-11-11,Стандарт,Урал,Art,36805.37
3831,895,2017-11-10,Первый класс,Калиниград,Storage,11717.57
3832,896,2017-11-10,Первый класс,Калиниград,Binders,10590.65
3833,1291,2017-11-10,Первый класс,Калиниград,Binders,23179.69
3834,1292,2017-11-10,Первый класс,Калиниград,Paper,9684.644
3835,2341,2017-11-10,Стандарт,Москва,Art,1945.313
3836,2868,2017-11-10,Второй класс,Владивосток,Supplies,36364.27
3837,2869,2017-11-10,Второй класс,Владивосток,Storage,20095.31
3838,3634,2017-11-10,Стандарт,Владивосток,Labels,28283.1
3839,3635,2017-11-10,Стандарт,Владивосток,Phones,24011.81
3840,3636,2017-11-10,Стандарт,Владивосток,Paper,3820.869
3841,3637,2017-11-10,Стандарт,Владивосток,Paper,33885.31
3842,3638,2017-11-10,Стандарт,Владивосток,Appliances,19636.59
3843,3639,2017-11-10,Стандарт,Владивосток,Furnishings,22054.17
3844,3640,2017-11-10,Стандарт,Владивосток,Paper,39108.05
3845,3641,2017-11-10,Стандарт,Владивосток,Accessories,16579.25
3846,3642,2017-11-10,Стандарт,Владивосток,Binders,18147.19
3847,3894,2017-11-10,Стандарт,Урал,Accessories,1357.456
3848,4511,2017-11-10,Стандарт,Урал,Furnishings,38677.8
3849,4512,2017-11-10,Стандарт,Урал,Binders,10944.25
3850,4863,2017-11-10,Стандарт,Владивосток,Binders,10048.64
3851,4864,2017-11-10,Стандарт,Владивосток,Binders,36399.64
3852,5042,2017-11-10,Второй класс,Калиниград,Paper,2799.468
3853,5043,2017-11-10,Второй класс,Калиниград,Appliances,28294.92
3854,5044,2017-11-10,Второй класс,Калиниград,Furnishings,27914.75
3855,5045,2017-11-10,Второй класс,Калиниград,Paper,28706.05
3856,5046,2017-11-10,Второй класс,Калиниград,Storage,26815.38
3857,5047,2017-11-10,Второй класс,Калиниград,Binders,4497.585
3858,5048,2017-11-10,Второй класс,Калиниград,Art,12416.07
3859,6792,2017-11-10,Стандарт,Калиниград,Furnishings,19958.34
3860,8374,2017-11-10,Первый класс,Калиниград,Storage,22020.21
3861,8568,2017-11-10,Первый класс,Владивосток,Paper,2005.44
3862,8802,2017-11-10,Первый класс,Урал,Phones,38257.61
3863,8803,2017-11-10,Первый класс,Урал,Bookcases,42750.33
3864,9249,2017-11-10,Стандарт,Владивосток,Binders,42021.8
3865,9250,2017-11-10,Стандарт,Владивосток,Phones,14686.56
3866,8614,2017-11-09,Стандарт,Калиниград,Accessories,39937.9
3867,1,2017-11-08,Второй класс,Москва,Bookcases,4524.355
3868,2,2017-11-08,Второй класс,Москва,Chairs,22171.3
3869,164,2017-11-07,Стандарт,Калиниград,Binders,24604.29
3870,843,2017-11-07,Первый класс,Калиниград,Binders,4060.56
3871,844,2017-11-07,Первый класс,Калиниград,Binders,24030.51
3872,845,2017-11-07,Первый класс,Калиниград,Supplies,23184.22
3873,846,2017-11-07,Первый класс,Калиниград,Labels,19740.24
3874,1684,2017-11-07,Стандарт,Калиниград,Furnishings,21823.24
3875,3061,2017-11-07,Стандарт,Владивосток,Accessories,42399.39
3876,4844,2017-11-07,Первый класс,Владивосток,Fasteners,4706.663
3877,4975,2017-11-07,Стандарт,Калиниград,Paper,12914.27
3878,5870,2017-11-07,Стандарт,Калиниград,Chairs,15409.01
3879,8063,2017-11-07,Первый класс,Владивосток,Phones,8125.229
3880,8064,2017-11-07,Первый класс,Владивосток,Phones,15092.23
3881,8065,2017-11-07,Первый класс,Владивосток,Paper,37734.5
3882,8066,2017-11-07,Первый класс,Владивосток,Storage,2564.483
3883,8067,2017-11-07,Первый класс,Владивосток,Binders,21456.72
3884,8212,2017-11-07,Стандарт,Урал,Furnishings,20606.08
3885,8213,2017-11-07,Стандарт,Урал,Storage,38832.29
3886,9044,2017-11-07,Стандарт,Калиниград,Accessories,5654.931
3887,9716,2017-11-07,Стандарт,Калиниград,Binders,10358.69
3888,129,2017-11-06,Второй класс,Калиниград,Chairs,33328.84
3889,130,2017-11-06,Второй класс,Калиниград,Furnishings,22333.23
3890,4971,2017-11-06,Первый класс,Москва,Chairs,3309.271
3891,4972,2017-11-06,Первый класс,Москва,Paper,11407.14
3892,4973,2017-11-06,Первый класс,Москва,Furnishings,39076.71
3893,4974,2017-11-06,Первый класс,Москва,Paper,8819.126
3894,4984,2017-11-06,Второй класс,Калиниград,Storage,26059.26
3895,2450,2017-11-05,Стандарт,Калиниград,Binders,7930.012
3896,2784,2017-11-05,Стандарт,Владивосток,Phones,1535.752
3897,4265,2017-11-05,Стандарт,Урал,Tables,4959.703
3898,4266,2017-11-05,Стандарт,Урал,Binders,17710.71
3899,4267,2017-11-05,Стандарт,Урал,Bookcases,44736.68
3900,4268,2017-11-05,Стандарт,Урал,Binders,35701.57
3901,4269,2017-11-05,Стандарт,Урал,Accessories,25796.41
3902,4370,2017-11-05,Стандарт,Урал,Binders,30156.61
3903,4371,2017-11-05,Стандарт,Урал,Art,41139.75
3904,4372,2017-11-05,Стандарт,Урал,Labels,40282.68
3905,5177,2017-11-05,Первый класс,Калиниград,Binders,41337.71
3906,5699,2017-11-05,Same Day,Урал,Labels,35855.37
3907,6939,2017-11-05,Стандарт,Калиниград,Accessories,17546.2
3908,7307,2017-11-05,Второй класс,Калиниград,Accessories,29641.15
3909,7308,2017-11-05,Второй класс,Калиниград,Chairs,40943.76
3910,7309,2017-11-05,Второй класс,Калиниград,Envelopes,28074.49
3911,8963,2017-11-05,Первый класс,Москва,Furnishings,12992.09
3912,8964,2017-11-05,Первый класс,Москва,Accessories,20173.09
3913,8965,2017-11-05,Первый класс,Москва,Furnishings,20090.67
3914,665,2017-11-04,Same Day,Москва,Fasteners,3213.596
3915,703,2017-11-04,Второй класс,Калиниград,Furnishings,32504.07
3916,2946,2017-11-04,Первый класс,Калиниград,Furnishings,26550.85
3917,6135,2017-11-04,Same Day,Калиниград,Art,41837.96
3918,6306,2017-11-04,Второй класс,Калиниград,Supplies,22371.03
3919,6307,2017-11-04,Второй класс,Калиниград,Chairs,34692.09
3920,6308,2017-11-04,Второй класс,Калиниград,Paper,19008.4
3921,6309,2017-11-04,Второй класс,Калиниград,Chairs,8760.3
3922,6310,2017-11-04,Второй класс,Калиниград,Labels,16065.66
3923,6311,2017-11-04,Второй класс,Калиниград,Paper,14953.95
3924,6729,2017-11-04,Стандарт,Москва,Furnishings,41461.97
3925,6773,2017-11-04,Стандарт,Калиниград,Binders,27487.18
3926,6774,2017-11-04,Стандарт,Калиниград,Binders,22300.89
3927,6775,2017-11-04,Стандарт,Калиниград,Paper,11545.46
3928,7783,2017-11-04,Второй класс,Москва,Storage,27376.7
3929,7784,2017-11-04,Второй класс,Москва,Tables,42907.57
3930,7785,2017-11-04,Второй класс,Москва,Supplies,44995.41
3931,8869,2017-11-04,Стандарт,Калиниград,Machines,33039.19
3932,9322,2017-11-04,Стандарт,Урал,Furnishings,13645.71
3933,9323,2017-11-04,Стандарт,Урал,Furnishings,13419.13
3934,112,2017-11-03,Стандарт,Урал,Art,23269.14
3935,113,2017-11-03,Стандарт,Урал,Binders,10718.19
3936,575,2017-11-03,Стандарт,Калиниград,Art,30147.47
3937,2474,2017-11-03,Первый класс,Калиниград,Chairs,40968.51
3938,2475,2017-11-03,Первый класс,Калиниград,Accessories,18220.21
3939,2476,2017-11-03,Первый класс,Калиниград,Labels,22679.51
3940,2477,2017-11-03,Первый класс,Калиниград,Appliances,25546.88
3941,4431,2017-11-03,Второй класс,Москва,Fasteners,8610.876
3942,4432,2017-11-03,Второй класс,Москва,Art,16228.57
3943,4433,2017-11-03,Второй класс,Москва,Furnishings,7220.347
3944,4434,2017-11-03,Второй класс,Москва,Art,37798.55
3945,4435,2017-11-03,Второй класс,Москва,Tables,41723.59
3946,4481,2017-11-03,Стандарт,Калиниград,Fasteners,39497.54
3947,4482,2017-11-03,Стандарт,Калиниград,Appliances,22251.81
3948,4483,2017-11-03,Стандарт,Калиниград,Binders,18012.43
3949,4484,2017-11-03,Стандарт,Калиниград,Paper,20596.64
3950,4485,2017-11-03,Стандарт,Калиниград,Binders,5416.195
3951,4486,2017-11-03,Стандарт,Калиниград,Paper,36707.61
3952,4487,2017-11-03,Стандарт,Калиниград,Paper,44709.89
3953,7046,2017-11-03,Стандарт,Урал,Paper,23296.55
3954,8942,2017-11-03,Первый класс,Калиниград,Binders,20103.96
3955,8943,2017-11-03,Первый класс,Калиниград,Machines,1096.997
3956,8967,2017-11-03,Стандарт,Владивосток,Accessories,35238.35
3957,8968,2017-11-03,Стандарт,Владивосток,Chairs,14130.77
3958,1401,2017-11-01,Стандарт,Москва,Phones,31962.22
3959,1402,2017-11-01,Стандарт,Москва,Envelopes,30315.59
3960,3378,2017-11-01,Первый класс,Урал,Storage,31070.58
3961,4061,2017-11-01,Стандарт,Урал,Accessories,36455.89
3962,2448,2017-10-31,Стандарт,Владивосток,Chairs,18212.93
3963,3787,2017-10-31,Стандарт,Калиниград,Storage,13275.55
3964,6138,2017-10-31,Второй класс,Москва,Paper,17627.89
3965,6419,2017-10-31,Стандарт,Урал,Supplies,36926.77
3966,6420,2017-10-31,Стандарт,Урал,Chairs,35880.19
3967,6421,2017-10-31,Стандарт,Урал,Art,29728.58
3968,6422,2017-10-31,Стандарт,Урал,Storage,41292.06
3969,9760,2017-10-31,Стандарт,Калиниград,Chairs,28355.46
3970,3292,2017-10-30,Стандарт,Урал,Art,31316.52
3971,9203,2017-10-30,Стандарт,Владивосток,Binders,17916.04
3972,9204,2017-10-30,Стандарт,Владивосток,Art,3965.939
3973,9702,2017-10-30,Стандарт,Калиниград,Fasteners,44688.63
3974,1536,2017-10-29,Стандарт,Владивосток,Storage,44245.9
3975,1537,2017-10-29,Стандарт,Владивосток,Appliances,27794.51
3976,3168,2017-10-29,Первый класс,Урал,Furnishings,26534.93
3977,6241,2017-10-29,Второй класс,Калиниград,Binders,26566.42
3978,218,2017-10-28,Стандарт,Калиниград,Storage,14914.01
3979,219,2017-10-28,Стандарт,Калиниград,Phones,10550.09
3980,299,2017-10-28,Стандарт,Владивосток,Paper,38945.14
3981,300,2017-10-28,Стандарт,Владивосток,Storage,26855.02
3982,301,2017-10-28,Стандарт,Владивосток,Paper,39527.24
3983,302,2017-10-28,Стандарт,Владивосток,Furnishings,32861.24
3984,303,2017-10-28,Стандарт,Владивосток,Binders,21120.21
3985,382,2017-10-28,Первый класс,Калиниград,Paper,31183.8
3986,383,2017-10-28,Первый класс,Калиниград,Binders,17099.76
3987,1235,2017-10-28,Same Day,Москва,Furnishings,2492.709
3988,1236,2017-10-28,Same Day,Москва,Binders,4803.519
3989,1237,2017-10-28,Same Day,Москва,Furnishings,33858.51
3990,1238,2017-10-28,Same Day,Москва,Furnishings,29788.08
3991,1262,2017-10-28,Стандарт,Москва,Binders,41679.71
3992,3878,2017-10-28,Стандарт,Москва,Binders,3031.84
3993,4951,2017-10-28,Второй класс,Владивосток,Art,34632.07
3994,7203,2017-10-28,Same Day,Владивосток,Furnishings,26013.28
3995,479,2017-10-27,Стандарт,Владивосток,Furnishings,2381.482
3996,4387,2017-10-27,Стандарт,Калиниград,Appliances,17551.03
3997,4388,2017-10-27,Стандарт,Калиниград,Binders,6246.719
3998,4515,2017-10-27,Второй класс,Москва,Chairs,1930.285
3999,8598,2017-10-27,Стандарт,Калиниград,Binders,20231.63
4000,9533,2017-10-27,Стандарт,Владивосток,Chairs,15013.15
4001,9534,2017-10-27,Стандарт,Владивосток,Fasteners,16466.28
4002,9535,2017-10-27,Стандарт,Владивосток,Storage,6460.985
4003,9536,2017-10-27,Стандарт,Владивосток,Binders,8424.901
4004,2801,2017-10-25,Первый класс,Москва,Phones,42012.37
4005,5624,2017-10-24,Второй класс,Калиниград,Accessories,39602.47
4006,5625,2017-10-24,Второй класс,Калиниград,Accessories,24045.65
4007,6287,2017-10-24,Стандарт,Москва,Phones,30500.17
4008,6634,2017-10-24,Same Day,Калиниград,Accessories,9983.794
4009,7760,2017-10-24,Стандарт,Урал,Paper,29935.15
4010,8694,2017-10-24,Стандарт,Калиниград,Accessories,21831.14
4011,652,2017-10-23,Стандарт,Владивосток,Paper,22052.17
4012,1810,2017-10-23,Стандарт,Урал,Furnishings,4338.982
4013,1811,2017-10-23,Стандарт,Урал,Paper,34385.31
4014,5136,2017-10-23,Стандарт,Калиниград,Fasteners,4160.742
4015,884,2017-10-22,Первый класс,Урал,Furnishings,24338.95
4016,3977,2017-10-22,Первый класс,Москва,Furnishings,29498.2
4017,6580,2017-10-22,Same Day,Калиниград,Paper,43848.48
4018,6581,2017-10-22,Same Day,Калиниград,Art,35264.59
4019,6582,2017-10-22,Same Day,Калиниград,Furnishings,22069.59
4020,367,2017-10-21,Same Day,Владивосток,Binders,12877.55
4021,368,2017-10-21,Same Day,Владивосток,Supplies,29696.91
4022,369,2017-10-21,Same Day,Владивосток,Storage,22152.98
4023,370,2017-10-21,Same Day,Владивосток,Bookcases,9263.516
4024,1105,2017-10-21,Стандарт,Калиниград,Paper,21407.04
4025,2776,2017-10-21,Стандарт,Калиниград,Storage,21008.88
4026,3486,2017-10-21,Стандарт,Владивосток,Binders,2419.492
4027,4186,2017-10-21,Первый класс,Владивосток,Accessories,25684.8
4028,6204,2017-10-21,Стандарт,Владивосток,Phones,25648.62
4029,6286,2017-10-21,Стандарт,Владивосток,Tables,18386.42
4030,7817,2017-10-21,Второй класс,Калиниград,Art,21355.28
4031,7818,2017-10-21,Второй класс,Калиниград,Paper,23256.75
4032,7819,2017-10-21,Второй класс,Калиниград,Binders,14415.21
4033,7822,2017-10-21,Второй класс,Москва,Storage,2085.497
4034,8030,2017-10-21,Стандарт,Урал,Accessories,33895.84
4035,9707,2017-10-21,Стандарт,Калиниград,Chairs,41422.74
4036,9708,2017-10-21,Стандарт,Калиниград,Art,9365.575
4037,9709,2017-10-21,Стандарт,Калиниград,Furnishings,31564.85
4038,9710,2017-10-21,Стандарт,Калиниград,Storage,19133.1
4039,513,2017-10-20,Первый класс,Владивосток,Art,29544.07
4040,6206,2017-10-20,Второй класс,Урал,Paper,37089.38
4041,6207,2017-10-20,Второй класс,Урал,Fasteners,29484.16
4042,6208,2017-10-20,Второй класс,Урал,Chairs,43792.88
4043,6219,2017-10-20,Стандарт,Урал,Phones,6492.129
4044,6220,2017-10-20,Стандарт,Урал,Phones,9687.951
4045,6221,2017-10-20,Стандарт,Урал,Storage,28151.31
4046,6611,2017-10-20,Первый класс,Калиниград,Binders,29105.72
4047,8086,2017-10-20,Стандарт,Москва,Furnishings,34006.88
4048,8273,2017-10-20,Стандарт,Калиниград,Chairs,12039.41
4049,2886,2017-10-18,Стандарт,Калиниград,Chairs,19095.05
4050,1499,2017-10-17,Первый класс,Калиниград,Binders,8682.103
4051,8371,2017-10-17,Стандарт,Калиниград,Bookcases,28811.75
4052,8890,2017-10-17,Второй класс,Урал,Phones,18846.8
4053,8891,2017-10-17,Второй класс,Урал,Appliances,2648.333
4054,9201,2017-10-17,Первый класс,Владивосток,Bookcases,12093.7
4055,9202,2017-10-17,Первый класс,Владивосток,Binders,2492.041
4056,7317,2017-10-16,Стандарт,Владивосток,Tables,44289.02
4057,2176,2017-10-15,Стандарт,Калиниград,Paper,33985.64
4058,2177,2017-10-15,Стандарт,Калиниград,Paper,23191.28
4059,2178,2017-10-15,Стандарт,Калиниград,Binders,7176.415
4060,2179,2017-10-15,Стандарт,Калиниград,Paper,13458.39
4061,2519,2017-10-15,Стандарт,Урал,Labels,15058.85
4062,2520,2017-10-15,Стандарт,Урал,Labels,22719.56
4063,2521,2017-10-15,Стандарт,Урал,Appliances,2783.919
4064,2522,2017-10-15,Стандарт,Урал,Paper,29940.54
4065,2523,2017-10-15,Стандарт,Урал,Phones,21063.55
4066,2524,2017-10-15,Стандарт,Урал,Binders,44831.55
4067,3695,2017-10-15,Стандарт,Москва,Binders,20646.43
4068,3696,2017-10-15,Стандарт,Москва,Envelopes,34322.27
4069,3697,2017-10-15,Стандарт,Москва,Appliances,7056.136
4070,1485,2017-10-14,Стандарт,Калиниград,Accessories,9826.972
4071,3801,2017-10-14,Стандарт,Москва,Chairs,4283.47
4072,3802,2017-10-14,Стандарт,Москва,Accessories,40710.32
4073,3803,2017-10-14,Стандарт,Москва,Paper,42213.39
4074,3804,2017-10-14,Стандарт,Москва,Supplies,19967.94
4075,3805,2017-10-14,Стандарт,Москва,Envelopes,31065.3
4076,3806,2017-10-14,Стандарт,Москва,Paper,24054.58
4077,9505,2017-10-14,Стандарт,Владивосток,Phones,23670.67
4078,9506,2017-10-14,Стандарт,Владивосток,Paper,31403.97
4079,9514,2017-10-14,Стандарт,Урал,Accessories,1352.141
4080,134,2017-10-13,Стандарт,Калиниград,Paper,44116.1
4081,135,2017-10-13,Стандарт,Калиниград,Paper,15078.02
4082,136,2017-10-13,Стандарт,Калиниград,Art,37628.87
4083,137,2017-10-13,Стандарт,Калиниград,Fasteners,14644.56
4084,138,2017-10-13,Стандарт,Калиниград,Binders,27648.42
4085,139,2017-10-13,Стандарт,Калиниград,Supplies,35060.12
4086,140,2017-10-13,Стандарт,Калиниград,Furnishings,34883.79
4087,1864,2017-10-13,Стандарт,Калиниград,Tables,16558.07
4088,1865,2017-10-13,Стандарт,Калиниград,Furnishings,4964.659
4089,2164,2017-10-13,Стандарт,Урал,Accessories,6776.981
4090,2165,2017-10-13,Стандарт,Урал,Paper,32330.18
4091,2166,2017-10-13,Стандарт,Урал,Furnishings,25008.84
4092,2167,2017-10-13,Стандарт,Урал,Art,32725.78
4093,2168,2017-10-13,Стандарт,Урал,Binders,29173.87
4094,6441,2017-10-13,Стандарт,Владивосток,Art,19380.26
4095,6442,2017-10-13,Стандарт,Владивосток,Storage,41254.87
4096,6443,2017-10-13,Стандарт,Владивосток,Paper,38227.49
